event,time,user,message,category,code
,[2:24:00] ,,damuffinman doodbro,other,10
,[2:24:11] ,damuffinman,doodbro,other,10
,[2:24:12] ,poorygone,abigailgodchickenfkr lucia vs kage both leaked,game,9
,[2:24:12] ,johannessinaulan,gotta respect,comment,2
,[2:24:12] ,themegamansam,its the evil ryu no one wanted,cdesign,4
,[2:24:13] ,themrheadache,if he actually played kage hed know that super does zero chip lol,comment,2
,[2:24:22] ,orlandops,what do you think about honda,question,8
,[2:24:22] ,slippo,does she have a nonvreversal setup to chip,question,8
,[2:24:23] ,kenshicol,lucia is legit,cinfo,5
,[2:24:24] ,realtier,riggity roomu,other,10
,[2:24:27] ,haddahustla,damn i was hoping for honda,request,1
,[2:24:27] ,megatonbeef,kirb close and restart game before panic,request,1
,[2:24:32] ,euury,league down hggokay hggokay hggokay,other,10
,[2:24:36] ,mexicanlew,wanna play some games ustinodj,other,10
,[2:24:40] ,aristaljunior,mkdp gives better oki right,other,10
,[2:24:47] ,xraiin,leaves you closer,other,10
,[2:24:50] ,abigailgodchickenfkr,poorygone funny that kage leaked but i didnt know until i saw the reveal during cap cup,game,9
,[2:24:50] ,,ultra bronze get,game,9
,[2:25:03] ,kiboshkaibutsu,new color for her is best i think,cdesign,4
,[2:25:17] ,tomfromtheclouds,haddahustla you forgot the tradition of making play in priority the players he wont like,game,9
,[2:25:17] ,ustinodj,mexicanlew sure,other,10
,[2:25:36] ,kirb,megatonbeef i have and have restarted pc i even redownloaded the game,game,9
,[2:25:38] ,euury,mcdonalds color best color,cdesign,4
,[2:25:43] ,poorygone,they should never do day release ever again,game,9
,[2:25:46] ,shouxiao,majin,other,10
,[2:25:53] ,tw,does kage still get pooped on,question,8
,[2:25:55] ,sidebysidefgc,what,goodp,6
,[2:25:56] ,squalladv,lucia is a shoto right kind of,cinfo,5
,[2:26:04] ,korpacz,did you already do a recap of evo,question,8
,[2:26:06] ,mexicanlew,i have better interent now ustinodj,other,10
,[2:26:08] ,abigailgodchickenfkr,tw he hasnt been rebalance yet,other,10
,[2:26:10] ,kiboshkaibutsu,ok np,other,10
,[2:26:14] ,roninwoof,why does she reminds me of a lady ken so much,question,8
,[2:26:14] ,sidebysidefgc,bundle is out in australia,game,9
,[2:26:17] ,khalz,just bought the pack now lucia pretty good,game,9
,[2:26:20] ,laughswithknives,shes new york shoto,cinfo,5
,[2:26:21] ,freakyyyy,no way shes a final fighjt,other,10
,[2:26:22] ,kristoffers,nostalgia lucia,cinfo,5
,[2:26:24] ,ustinodj,mexicanlew nice,other,10
,[2:26:26] ,freakyyyy,kolin,other,10
,[2:26:27] ,backlashdrummer,the bundle is right,game,9
,[2:26:28] ,bonelesssenju,she is so sexy,cdesign,4
,[2:26:29] ,bellfym,bundle is already selling on steam,game,9
,[2:26:30] ,tw,soshes top tier,cinfo,5
,[2:26:32] ,hayates,rashid,request,1
,[2:26:32] ,nurselee,shes kens cousin,cinfo,5
,[2:26:34] ,bitandup,dhalsim,other,10
,[2:26:35] ,glovecold,khalz how much is it,question,8
,[2:26:35] ,afroshouji,lucia the amalgamation cop,cinfo,5
,[2:26:35] ,vuvu,we aussies live in the future already got the bundle,game,9
,[2:26:39] ,nahuelpv,shes a cup of kwoffee,other,10
,[2:26:42] ,battlebrn,ive been playing all characters,comment,2
,[2:26:43] ,freakyyyy,a final fight character,other,10
,[2:26:47] ,poorygone,those thigh btw,cdesign,4
,[2:26:48] ,battlebrn,honestly im less dissapointed than i was,comment,2
,[2:26:48] ,predacn,shes lady guy its fine,cdesign,4
,[2:26:54] ,someguyzero,summer lucia,cdesign,4
,[2:26:54] ,legnowe,top tier,cinfo,5
,[2:26:55] ,admiralackbarssnackbar,shitty,cinfo,5
,[2:26:56] ,tw,cool af,cinfo,5
,[2:26:56] ,roninwoof,nurselee is she really,cinfo,5
,[2:26:58] ,hulkbusterv,naw,other,10
,[2:27:00] ,tw,shitty tho,cinfo,5
,[2:27:01] ,nightmarejames,shes like king from kof,cinfo,5
,[2:27:01] ,deverio,the bundle is already out,game,9
,[2:27:02] ,freakyyyy,we will find out after months,comment,2
,[2:27:03] ,bobbyjoe,sakura,request,1
,[2:27:08] ,themegaguy,people said kage was top tier i think,cinfo,5
,[2:27:08] ,illspirations,they really couldnt make her look a little less like cammy blondeobsession,cinfo,5
,[2:27:08] ,aitcho,vesp do you use her slide,question,8
,[2:27:11] ,gametheory,shes ken cammy zeku dhalsim k,cinfo,5
,[2:27:12] ,icexvader,sakura hybrid,cinfo,5
,[2:27:14] ,battlebrn,all their models are good and they are al fun to play,cinfo,5
,[2:27:14] ,glovecold,i gotta buy cammy costume bundle,game,9
,[2:27:14] ,ghostfromrdstrike,theres like blonde characters in this game wtf,cdesign,4
,[2:27:15] ,squalladv,nostalgia lucia,cinfo,5
,[2:27:15] ,cavrz,you gonna try vt at some point in matches,game,9
,[2:27:17] ,aitcho,damn she got tools tools,cdesign,4
,[2:27:17] ,freakyyyy,posion is broken,cinfo,5
,[2:27:18] ,rashidoo,we only needed one day to know that falke was ass,cinfo,5
,[2:27:23] ,inodmyheadwhenilose,yeah everyone thought kage was top,cinfo,5
,[2:27:24] ,nurselee,roninwoof noshes a character from finl fight,cinfo,5
,[2:27:25] ,kristoffers,king blair cammy ken,cinfo,5
,[2:27:28] ,kristoffers,also chun,other,10
,[2:27:30] ,battlebrn,i actually still really like klage,cinfo,5
,[2:27:32] ,predacn,ghostfromrdstrike ww ideals never went away in japan,game,9
,[2:27:33] ,kiboshkaibutsu,got to see when we get to diamond,game,9
,[2:27:33] ,battlebrn,kage,request,1
,[2:27:35] ,tw,is poison broken she was the only one i was really looking forward too,question,8
,[2:27:36] ,kristoffers,hahaaa,goodp,6
,[2:27:39] ,clack,floebully,other,10
,[2:27:39] ,squalladv,illspirations check final fight lucia artwork she is like this,cdesign,4
,[2:27:42] ,vuvu,its natural that the first thing u see is what she doesnt havebut shes got alot,cdesign,4
,[2:27:44] ,uchihajup,nostalgia costume,game,9
,[2:27:57] ,ghostfromrdstrike,predacn,other,10
,[2:28:01] ,roninwoof,nurselee oh i know just didnt know if what you said about relation was true lol,other,10
,[2:28:09] ,tw,dude that run she does is going to make me so mad,caction,3
,[2:28:24] ,someguyzero,eds a punk that lucia needs to put away behind bars,cinfo,5
,[2:28:30] ,vuvu,she got trex arms but shes got fkn ostrich legs as well,cdesign,4
,[2:28:31] ,ghostfromrdstrike,the music reohuh,cdesign,4
,[2:28:35] ,jejune,lol,goodp,6
,[2:28:36] ,poorygone,lmao,goodp,6
,[2:28:36] ,zyxwhitewind,nope,badp,7
,[2:28:36] ,sonicnerd,rip,badp,7
,[2:28:40] ,aitcho,who else got a slide they can combo off of,question,8
,[2:28:40] ,paulowebtv,paulowblanka paulowblanka paulowblanka,other,10
,[2:28:41] ,olhaba,lmao,goodp,6
,[2:28:42] ,freakyyyy,best ed,goodp,6
,[2:28:42] ,goodboydraws,k kicks got me flashing back,caction,3
,[2:28:42] ,aminefifty,moondumb,other,10
,[2:28:42] ,squalladv,vuvu like cammy,other,10
,[2:28:45] ,bellfym,worth the try,goodp,6
,[2:28:46] ,sidebysidefgc,ed theme needs delet,other,10
,[2:28:49] ,clack,floemika,other,10
,[2:28:50] ,illspirations,squalladv u right u right,other,10
,[2:28:58] ,miketales,well now we know,other,10
,[2:29:07] ,roninwoof,eminem light,other,10
,[2:29:15] ,topgunlt,sacrificed to spread the knowledge,other,10
,[2:29:20] ,illspirations,roninwoof moms spaghetti,other,10
,[2:29:21] ,naoeshigen,lol thats a great cfn name for lucia,other,10
,[2:29:22] ,glovecold,ed is just meh all around,other,10
,[2:29:31] ,,how do you feel about her vtriggers,question,8
,[2:29:34] ,roninwoof,lol,goodp,6
,[2:29:40] ,vuvu,cammy hp is kinda beast though as well as her cr hp squalladv,other,10
,[2:29:42] ,nahmn,hey have you tried honda yet,question,8
,[2:29:43] ,sidebysidefgc,whats lucys activate button,question,8
,[2:29:48] ,nahuelpv,psycho womper,other,10
,[2:29:49] ,nurselee,why cant ed have an overhead,question,8
,[2:30:02] ,clack,honda is fun,cinfo,5
,[2:30:06] ,vuvu,ed has instant overhead,other,10
,[2:30:07] ,paulowebtv,typical,other,10
,[2:30:10] ,alphardegw,is soooo trash,cinfo,5
,[2:30:11] ,someguyzero,win streak still alive,cinfo,5
,[2:30:19] ,omegaxepsilon,i love eds theme personally,cdesign,4
,[2:30:19] ,megatonbeef,nurselee rog never taught him one,other,10
,[2:30:23] ,squalladv,vuvu true true,other,10
,[2:30:26] ,sidebysidefgc,then you are lost,other,10
,[2:30:28] ,vampirekoala,losing to honda,comment,2
,[2:30:29] ,sidebysidefgc,d,other,10
,[2:30:29] ,nurselee,megatonbeef lol,other,10
,[2:30:32] ,countmeowingtonn,bullying scrubs typical,game,9
,[2:30:35] ,mrminoan,is ed dead,question,8
,[2:30:42] ,adsreloaded,omegaxepsilon its a guilty pleasure for me,comment,2
,[2:30:45] ,themegamansam,honda vt is fun to mess around with,cinfo,5
,[2:30:49] ,sidebysidefgc,what,goodp,6
,[2:30:49] ,vuvu,ed things,other,10
,[2:30:52] ,inodmyheadwhenilose,bully hunter ed beating the bully lnrlmao,other,10
,[2:30:56] ,bggrandall,lmaooo,goodp,6
,[2:30:56] ,roninwoof,what changes do you think ed needs to not be basura,question,8
,[2:31:00] ,beatsbynoelbrown,ed players,other,10
,[2:31:00] ,tw,ewwwwwwwwwww wtf,badp,7
,[2:31:00] ,aitcho,lmao,badp,7
,[2:31:01] ,savagecabbage,maxlol,badp,7
,[2:31:03] ,admiralackbarssnackbar,die smurf,badp,7
,[2:31:03] ,shouxiao,majinlul,other,10
,[2:31:05] ,valeriobr,d,other,10
,[2:31:05] ,kiboshkaibutsu,rip win streak,badp,7
,[2:31:06] ,vampirekoala,read,other,10
,[2:31:07] ,nahuelpv,bodied by silver ed,other,10
,[2:31:07] ,crossking,lmao,badp,7
,[2:31:09] ,clack,blame ed or you,badp,7
,[2:31:09] ,nahmn,lmao lol,badp,7
,[2:31:10] ,someguyzero,streak dead,badp,7
,[2:31:11] ,poorygone,what a rookie,goodp,6
,[2:31:12] ,tehwrecker,best ed,badp,7
,[2:31:13] ,alphardegw,is sooooo traashhh,badp,7
,[2:31:14] ,bellfym,nerf ed,other,10
,[2:31:15] ,aminefifty,outplayed moonsmerg,other,10
,[2:31:16] ,mstockwell,ed army,other,10
,[2:31:17] ,megatonbeef,psycho upper,request,1
,[2:31:17] ,noeltakamura,raysshock,other,10
,[2:31:19] ,azurewotan,unsubbed,other,10
,[2:31:20] ,beatsbynoelbrown,ed players am i gonna press pp or lplk,other,10
,[2:31:24] ,jar,git gud,other,10
,[2:31:25] ,countmeowingtonn,smurf punished,game,9
,[2:31:33] ,glovecold,how you lose to bum ed lol,question,8
,[2:31:34] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10
,[2:31:40] ,themegamansam,ed players are diet ken players,other,10
,[2:31:41] ,bgamr,he saw right through you,comment,2
,[2:31:45] ,swiftruina,bully defeated,comment,2
,[2:31:48] ,sonicnerd,he knows youre a smurf so he wants to punish you more,comment,2
,[2:31:54] ,inodmyheadwhenilose,ed feeling himself,other,10
,[2:32:03] ,sidebysidefgc,so does she not have a lowforward cancel,question,8
,[2:32:06] ,alphardegw,punish the sweeeps plzzz,request,1
,[2:32:07] ,tomfromtheclouds,ed top tier confirmed curselit curselit curselit,other,10
,[2:32:13] ,vuvu,and kens are rashid lite,cinfo,5
,[2:32:23] ,someguyzero,he knows youre salty,comment,2
,[2:32:24] ,bellfym,the reads,other,10
,[2:32:25] ,aitcho,yoooo,other,10
,[2:32:25] ,zyxwhitewind,doodbigbrain doodbigbrain doodbigbrain doodbigbrain doodbigbrain doodbigbrain doodbigbrain,other,10
,[2:32:25] ,poorygone,lmao,badp,7
,[2:32:26] ,cavrz,what a genius,goodp,6
,[2:32:27] ,sidebysidefgc,yo,comment,2
,[2:32:29] ,aminefifty,moonbrain,other,10
,[2:32:30] ,bukazero,confirmed free,other,10
,[2:32:31] ,nahmn,hahahaha,badp,7
,[2:32:33] ,countmeowingtonn,the bully is defeated,badp,7
,[2:32:37] ,alphardegw,this ed exposed,badp,7
,[2:32:40] ,damuffinman,doodbigbrain doodbigbrain doodbigbrain doodbigbrain tombraid tombraid,other,10
,[2:32:41] ,vampirekoala,free serioussloth,other,10
,[2:32:42] ,tw,not like this,badp,7
,[2:32:48] ,vuvu,diamond rank eds arnt real,other,10
,[2:32:50] ,sidebysidefgc,her throw does no damage d,caction,3
,[2:32:51] ,bigtymer,so is loving lucia,cinfo,5
,[2:32:53] ,rashidoo,laggerg eat your heart out sobayed,other,10
,[2:32:54] ,xraiin,t h i c c g a n g,other,10
,[2:33:05] ,lemmegetanumber,ive fought this ed i lost,comment,2
,[2:33:06] ,bgamr,bigbraincombo,other,10
,[2:33:08] ,squalladv,theres a myth that says theres a master ed,game,9
,[2:33:10] ,jimmylee,ed still aging btw,game,9
,[2:33:11] ,supremecoy,please,request,1
,[2:33:13] ,aitcho,look like marios fireball,cdesign,4
,[2:33:27] ,cueslayz,is the character bundle out,game,9
,[2:33:27] ,countmeowingtonn,you can do it ed,comment,2
,[2:33:50] ,megatonbeef,cueslayz on pc not psn,game,9
,[2:33:51] ,lemmegetanumber,cueslayz its out on steam but not psn,game,9
,[2:33:59] ,vuvu,hope he dashes up and ex uppers ur face,request,1
,[2:34:03] ,squalladv,psn always makes the gamers wait vv,game,9
,[2:34:08] ,zyxwhitewind,downloaded,other,10
,[2:34:08] ,countmeowingtonn,leave ed alone,request,1
,[2:34:10] ,rashidoo,lmaooo,goodp,6
,[2:34:10] ,clack,what,goodp,6
,[2:34:12] ,countmeowingtonn,bully,game,9
,[2:34:14] ,beatsbynoelbrown,alright boys its time to unfollow after this performance,comment,2
,[2:34:17] ,inodmyheadwhenilose,bully,game,9
,[2:34:18] ,ilikeeverything,is it more or does this character suck a little,cinfo,5
,[2:34:20] ,rashidoo,that super actually does no damage,cinfo,5
,[2:34:24] ,tw,all your credibility almost went out of the window xd,comment,2
,[2:34:24] ,laverde,squalladv foreal,other,10
,[2:34:28] ,someguyzero,he stream sniping,comment,2
,[2:34:31] ,walkshallow,turtled his ass,comment,2
,[2:34:36] ,lemmegetanumber,it really cheeses me that the explosion at the end of the super does no damage,caction,3
,[2:34:37] ,countmeowingtonn,unsubbed from this bully,comment,2
,[2:34:40] ,poorygone,lame arcade,comment,2
,[2:34:42] ,cueslayz,oh okay then dont got the game on pc though,comment,2
,[2:34:48] ,solideva,he still stopped the streak tho,comment,2
,[2:34:48] ,sidebysidefgc,id be suportive of the meta moving away from super combos,comment,2
,[2:35:00] ,darnellplayer,it seemed to lack impact the ca,comment,2
,[2:35:00] ,alphardegw,nah his credibility is gone dude didnt even punish sweeps,comment,2
,[2:35:06] ,beatsbynoelbrown,all aboard the unsub train choo choo,comment,2
,[2:35:07] ,tw,so can you not purchase the new characters on steam im not seeing an option,question,8
,[2:35:15] ,glovecold,i wish lucia had a taser,request,1
,[2:35:18] ,drragemonster,i think her ex run should have armor like abigails,cdesign,4
,[2:35:20] ,solideva,end him make him delete sfv,request,1
,[2:35:20] ,cxmperr,is sfv still down,question,8
,[2:35:26] ,namlay,run into kick after smp cmp,request,1
,[2:35:33] ,poorygone,cas are all about camera work,other,10
,[2:35:38] ,predacn,lucia is just lady striker let that sink in,cinfo,5
,[2:35:52] ,megatonbeef,cxmperr no just update,other,10
,[2:35:56] ,skohlswet,iforgot this song existed,other,10
,[2:36:26] ,mexicanlew,i know i probally only own cause the lag mate lol ustinodj,other,10
,[2:36:27] ,rashidoo,lol got him with a taste of his own medicine,goodp,6
,[2:36:34] ,kiboshkaibutsu,japanese voice,cdesign,4
,[2:36:35] ,roninwoof,what changes does ed need tp not be trash,question,8
,[2:36:37] ,kiboshkaibutsu,switch,request,1
,[2:36:41] ,someguyzero,i like how the soles of her shoes are pink,cdesign,4
,[2:36:48] ,rashidoo,breakin da lawwww,caction,3
,[2:36:52] ,rashidoo,breakin da lawww,caction,3
,[2:36:55] ,beatsbynoelbrown,ew gatta respek da lauuwww,caction,3
,[2:36:57] ,squalladv,kiboshkaibutsu check capcomchannel jp for the trailer in japanese,request,1
,[2:37:08] ,kiboshkaibutsu,ty,other,10
,[2:37:12] ,lemmegetanumber,ey im walking heeee,caction,3
,[2:37:16] ,omegaxepsilon,adsreloaded legit ive only heard the no words in character theme reason for people not liking it which seems silly to me its a solid song to hype peeps plus actually talks about his character seemsgood,comment,2
,[2:37:19] ,zyxwhitewind,ya gotta rewspwect the kyafee,caction,3
,[2:37:20] ,themegamansam,now heres the real streamer,comment,2
,[2:37:22] ,louiiitoon,uve leed ur last haw,other,10
,[2:37:24] ,seanstyles,i hate her voice,cdesign,4
,[2:37:24] ,supremecoy,just a thing i checked dragon stats in kombat league and he had like matches and wins and that is vs high ranked players,other,10
,[2:37:33] ,tw,this stage looks clean,game,9
,[2:37:40] ,squalladv,i like eds theme,cdesign,4
,[2:37:50] ,mrminoan,how is this girl playing,comment,2
,[2:37:59] ,sidebysidefgc,does cr fierce have more forward range,question,8
,[2:38:05] ,zyxwhitewind,whats her japanese voice like,question,8
,[2:38:13] ,sidebysidefgc,does fireball count as or hits in scaling,question,8
,[2:38:17] ,kristoffers,pretty cool,goodp,6
,[2:38:18] ,gameart,when the pack will be available,question,8
,[2:38:19] ,sidebysidefgc,that could be a good super confirm,goodp,6
,[2:38:20] ,countmeowingtonn,honda the bully destroyer,cinfo,5
,[2:38:27] ,kristoffers,honda,request,1
,[2:38:27] ,squalladv,zyxwhitewind similar check capcomchannel for the trailer in japanese,request,1
,[2:38:38] ,squalladv,zyxwhitewind on yt,other,10
,[2:38:41] ,sidebysidefgc,lets go hondy,cinfo,5
,[2:38:42] ,kristoffers,man its refreshing to see some new characters,comment,2
,[2:38:43] ,megatonbeef,gameart most psn update is monday night tuesday morning,game,9
,[2:38:45] ,kristoffers,its been so long,comment,2
,[2:38:52] ,zyxwhitewind,aiight,other,10
,[2:38:56] ,solitudegaming,honda looka like such a beast in sfv,cdesign,4
,[2:38:57] ,predacn,about time the og was complete,game,9
,[2:38:57] ,kiboshkaibutsu,jp voice little better,cdesign,4
,[2:39:02] ,muenshter,that sick,caction,3
,[2:39:04] ,lemmegetanumber,does he really say fuck you up,question,8
,[2:39:04] ,beatsbynoelbrown,e hugo,cinfo,5
,[2:39:04] ,hilikusss,ganyru looks dope,cdesign,4
,[2:39:09] ,sidebysidefgc,thats so good omg,goodp,6
,[2:39:12] ,freakyyyy,smurf,goodp,6
,[2:39:13] ,inodmyheadwhenilose,that damage holy shit,goodp,6
,[2:39:14] ,dst,dst is new here say hello seemsgood,other,10
,[2:39:14] ,sidebysidefgc,its like alex vt,other,10
,[2:39:16] ,muenshter,crouching light confirm into side switch,request,1
,[2:39:17] ,predacn,honda top tier,cinfo,5
,[2:39:18] ,countmeowingtonn,honda the bully destroyer,cinfo,5
,[2:39:18] ,supremecoy,it looks interesting lucila running,caction,3
,[2:39:19] ,nthpolygon,httpstwittercomscrubsurastatus,other,10
,[2:39:25] ,squalladv,normally i like the jp voices but shes a us char af,cdesign,4
,[2:39:26] ,beatsbynoelbrown,honda got some hugo seasonin with that meat squasher vt,caction,3
,[2:39:30] ,someguyzero,corner carry confirmed,game,9
,[2:39:37] ,aitcho,whoa,goodp,6
,[2:39:39] ,themegamansam,the honda takes no prisoners,caction,3
,[2:39:42] ,countmeowingtonn,i think his fastest move is frames,caction,3
,[2:39:49] ,nahuelpv,so her dp is a tatsu the world is upside down,cinfo,5
,[2:40:03] ,godfist,nahuelpv thats kinda what cody has,cinfo,5
,[2:40:10] ,predacn,honda will be a whiff punishing nightmare,cinfo,5
,[2:40:14] ,nurselee,his headbutt is on blocki dont know wich version though,caction,3
,[2:40:16] ,tomysalamii,light headbutt is only,caction,3
,[2:40:16] ,godfist,that spin kick move its cool,caction,3
,[2:40:30] ,beatsbynoelbrown,hes tryin to do sf hands combos,caction,3
,[2:40:50] ,countmeowingtonn,pls hes doing the same moves over and over,caction,3
,[2:40:53] ,lemmegetanumber,his fhk is on block,caction,3
,[2:40:55] ,aodsnarf,aodsnarf subscribed at tier theyve subscribed for months,other,10
,[2:40:57] ,sidebysidefgc,isnt there a combo from hands,question,8
,[2:40:59] ,aitcho,chat out of the who has the best wakeup,question,8
,[2:41:12] ,sidebysidefgc,objectively lucia,cinfo,5
,[2:41:22] ,sidebysidefgc,frame invincible dp,cinfo,5
,[2:41:33] ,lemmegetanumber,sidebysidefgc i know you can get ex sumo smash after target combo medium hands,caction,3
,[2:41:36] ,someguyzero,ca,other,10
,[2:41:37] ,theenygma,evomindblown,other,10
,[2:41:37] ,jimmylee,silver already,game,9
,[2:41:40] ,aitcho,that last bit looked like some c viper shit,game,9
,[2:41:43] ,laverde,cant wait to play honda,comment,2
,[2:41:49] ,hilikusss,oya oya is basically ooga ogga bunga,other,10
,[2:41:54] ,someguyzero,win streak saved,game,9
,[2:41:58] ,nthpolygon,have you seen this,question,8
,[2:42:00] ,beatsbynoelbrown,canadian honda,comment,2
,[2:42:01] ,aminefifty,whens poison,question,8
,[2:42:11] ,geneiyun,honda is the better blanka,cinfo,5
,[2:42:11] ,swiftruina,it sounds like he says ill fuck you up when he pops vt,cdesign,4
,[2:42:20] ,zyxwhitewind,turtle behind a shield behind a wall,cdesign,4
,[2:42:29] ,megatonbeef,honda best grappler for sure,cinfo,5
,[2:42:32] ,sidebysidefgc,its okay poison has so much depth,cinfo,5
,[2:42:32] ,nahuelpv,until oro comes out keepo,cinfo,5
,[2:42:33] ,beatsbynoelbrown,i feel like this costume redesign is inferior to classic honda whyd they even bother lol,cdesign,4
,[2:42:35] ,hartisas,whats in november,question,8
,[2:42:35] ,kiboshkaibutsu,so we get these chrs to diamond,game,9
,[2:42:38] ,poorygone,character per month,game,9
,[2:42:39] ,sidebysidefgc,she has kara normals,cinfo,5
,[2:42:40] ,cheeapone,whats in november,question,8
,[2:42:47] ,themegamansam,honda doesnt turtle he bunkers up for the winter,cinfo,5
,[2:42:47] ,tomysalamii,new characters,game,9
,[2:42:48] ,someguyzero,honda rashid karin top next tourney,cinfo,5
,[2:42:50] ,theenygma,well you could play cassandra and zafina instead evolaugh,request,1
,[2:43:01] ,peepcan,why not play ryu,question,8
,[2:43:06] ,stnbn,fuudo finally gonna get a win,comment,2
,[2:43:07] ,nurselee,cheeapone said that more sfv annoucments at november and december,game,9
,[2:43:07] ,supremecoy,i really hopeat least of the dlcs is a top tier,request,1
,[2:43:11] ,taken,bbtag on novmember,game,9
,[2:43:11] ,aodsnarf,does he say fuck you up when he activates vtrigger,question,8
,[2:43:12] ,nahuelpv,top tier honda is the worst timeline,cinfo,5
,[2:43:13] ,zyxwhitewind,im pretty excited to play zafina again,comment,2
,[2:43:15] ,gameart,honda incoming,cinfo,5
,[2:43:19] ,beatsbynoelbrown,throw is meat squasher mad good,caction,3
,[2:43:23] ,cheeapone,nurselee oh cool thanks,other,10
,[2:43:24] ,ninjavanish,the throw one,caction,3
,[2:43:29] ,swiftruina,i swear he says fuck you up,cdesign,4
,[2:43:29] ,sidebysidefgc,this dude doesnt do crossup butt,comment,2
,[2:43:30] ,admiralackbarssnackbar,nah i ould daio using lucia though,other,10
,[2:43:34] ,nurselee,cheeapone np man,other,10
,[2:43:34] ,ustinodj,mexicanlew ggs lemme try to fix the lag send me another inv,other,10
,[2:43:34] ,poorygone,will win capcup,game,9
,[2:43:39] ,mexicanlew,good games ustinodj,goodp,6
,[2:43:39] ,sweetjptv,throw is cool but i cant find a way to confirm into super,caction,3
,[2:43:41] ,mexicanlew,ok,goodp,6
,[2:43:44] ,nahuelpv,i remember saying once that he might play honda if he was good,comment,2
,[2:43:49] ,autobotcj,it sounds mkre like pump you up,comment,2
,[2:43:53] ,sidebysidefgc,thats a cute overhead,caction,3
,[2:43:55] ,jackiechun,do you think she is good as a rush or mixup character with her fireball her fireball kinda mehh,question,8
,[2:43:56] ,mrminoan,are you surprised ed was not helped in this the patch do you blame yourself,question,8
,[2:43:57] ,narrenturmo,honda sounds like saying fuck you up when vtriggering,cdesign,4
,[2:43:57] ,kiboshkaibutsu,try trig,request,1
,[2:43:59] ,sidebysidefgc,it looks like it has range,cdesign,4
,[2:44:02] ,mrlawyer,poorygone who the fuck is,question,8
,[2:44:07] ,beatsbynoelbrown,whatcha think about the honda costume redesign,question,8
,[2:44:19] ,aodsnarf,pretty sure its fuck you up,comment,2
,[2:44:19] ,sidebysidefgc,wait was there a balance update,question,8
,[2:44:22] ,nahuelpv,wait were there balance changes,question,8
,[2:44:29] ,taken,no,other,10
,[2:44:32] ,bobdobbz,just found that honda can move slightly back and forth during neutral j hp like in,caction,3
,[2:44:33] ,countmeowingtonn,how can they help a character that isnt in the game,question,8
,[2:44:33] ,lemmegetanumber,there were bug fixes,game,9
,[2:44:37] ,admiralackbarssnackbar,its more a space control tol then a damage tool,game,9
,[2:44:49] ,tomfromtheclouds,im so jealous with how fast you find matchups last time i had to find a game for the weekly fm i waited like min i must have a stupid bar connection or something,game,9
,[2:44:58] ,icexvader,do some combos,request,1
,[2:45:03] ,predacn,its just a modernized version its fine tbh,game,9
,[2:45:05] ,sidebysidefgc,his story costume looks cool,cdesign,4
,[2:45:05] ,robzoobie,i cant find patchnotes are there none,game,9
,[2:45:06] ,nurselee,make him join the tojou clan from yakuza thats what,request,1
,[2:45:07] ,nahuelpv,honda with scars,cdesign,4
,[2:45:07] ,icexvader,in training,cdesign,4
,[2:45:11] ,beatsbynoelbrown,give honda a cardigan,request,1
,[2:45:14] ,nahuelpv,and a beard,request,1
,[2:45:17] ,squalladv,maybe a yakuza costume as battle costum,request,1
,[2:45:20] ,someguyzero,he has a suit,cdesign,4
,[2:45:28] ,darnellplayer,countmeowingtonn what character,comment,2
,[2:45:29] ,squalladv,oh yeah,other,10
,[2:45:37] ,themegamansam,honda but give him another pair of arms,request,1
,[2:45:39] ,taken,zeku theme,other,10
,[2:45:40] ,beatsbynoelbrown,give honda a travis scott outfit i think seemsgood,request,1
,[2:45:42] ,gameart,this stage is sick seemsgood,game,9
,[2:45:48] ,easxl,one of his colors gives him grey hair and makes him old,cdesign,4
,[2:45:53] ,nurselee,beatsbynoelbrown lol that would be awesome,comment,2
,[2:45:54] ,predacn,honda needs a big toyota chain,request,1
,[2:45:58] ,solitudegaming,is the bundle available for purchase now,question,8
,[2:46:06] ,squalladv,this stage is also k fm right,game,9
,[2:46:09] ,bloodtidesgm,it is on pc,question,8
,[2:46:09] ,squalladv,or,other,10
,[2:46:09] ,bobdobbz,original sf stage is sick,game,9
,[2:46:10] ,joiztik,k viewers,other,10
,[2:46:11] ,lylatsoldier,can we play with him,question,8
,[2:46:13] ,roninwoof,i love watching zeku players and his theme rocks,comment,2
,[2:46:22] ,taken,on psn,other,10
,[2:46:22] ,solitudegaming,runs to steam,other,10
,[2:46:27] ,laverde,not on psn,other,10
,[2:46:31] ,nahuelpv,zeku vt the ultimate vt,other,10
,[2:46:32] ,laverde,apparently,other,10
,[2:46:36] ,jonniecallan,whens honda,question,8
,[2:46:37] ,nurselee,zeku and g i would say,other,10
,[2:46:40] ,laverde,ive been waiting lol,comment,2
,[2:46:49] ,sidebysidefgc,no one actually likes it,other,10
,[2:46:55] ,mexicanlew,does it feel better your side ustinodj,question,8
,[2:47:06] ,shinyakimura,hows lucia so far from what ive seen so far at least honda looks like he might be competitive,question,8
,[2:47:11] ,ilikeeverything,do you think well get a balance patch,question,8
,[2:47:14] ,alexiidx,wtf playing lucia,cinfo,5
,[2:47:15] ,nahuelpv,hespect,other,10
,[2:47:18] ,koomikss,whats day verdict on lucia,question,8
,[2:47:23] ,gameart,where i cant find on steam i think im dumb,question,8
