,event,event_code,time,user,message,category,code
3789,match win,11,[2:34:40] ,poorygone,lame arcade,comment,2
3790,match win,11,[2:34:42] ,cueslayz,oh okay then dont got the game on pc though,comment,2
3791,match win,11,[2:34:48] ,solideva,he still stopped the streak tho,comment,2
3792,match win,11,[2:34:48] ,sidebysidefgc,id be suportive of the meta moving away from super combos,comment,2
3793,match round one,8,[2:35:00] ,darnellplayer,it seemed to lack impact the ca,comment,2
3794,match round one,8,[2:35:00] ,alphardegw,nah his credibility is gone dude didnt even punish sweeps,comment,2
3795,match round one,8,[2:35:06] ,beatsbynoelbrown,all aboard the unsub train choo choo,comment,2
3796,match round one,8,[2:35:07] ,tw,so can you not purchase the new characters on steam im not seeing an option,question,8
3797,match round one,8,[2:35:15] ,glovecold,i wish lucia had a taser,request,1
3798,match round one,8,[2:35:18] ,drragemonster,i think her ex run should have armor like abigails,cdesign,4
3799,match round one,8,[2:35:20] ,solideva,end him make him delete sfv,request,1
3800,match round one,8,[2:35:20] ,cxmperr,is sfv still down,question,8
3801,match round one,8,[2:35:26] ,namlay,run into kick after smp cmp,request,1
3802,match win,11,[2:35:33] ,poorygone,cas are all about camera work,other,10
3803,match win,11,[2:35:38] ,predacn,lucia is just lady striker let that sink in,cinfo,5
3804,match round two,9,[2:35:52] ,megatonbeef,cxmperr no just update,other,10
3805,match round two,9,[2:35:56] ,skohlswet,iforgot this song existed,other,10
3806,match round two,9,[2:36:26] ,mexicanlew,i know i probally only own cause the lag mate lol ustinodj,other,10
3807,match win,11,[2:36:27] ,rashidoo,lol got him with a taste of his own medicine,goodp,6
3808,match win,11,[2:36:34] ,kiboshkaibutsu,japanese voice,cdesign,4
3809,match win,11,[2:36:35] ,roninwoof,what changes does ed need tp not be trash,question,8
3810,match win,11,[2:36:37] ,kiboshkaibutsu,switch,request,1
3811,match win,11,[2:36:41] ,someguyzero,i like how the soles of her shoes are pink,cdesign,4
3812,match win,11,[2:36:48] ,rashidoo,breakin da lawwww,caction,3
3813,match win,11,[2:36:52] ,rashidoo,breakin da lawww,caction,3
3814,match win,11,[2:36:55] ,beatsbynoelbrown,ew gatta respek da lauuwww,caction,3
3815,match win,11,[2:36:57] ,squalladv,kiboshkaibutsu check capcomchannel jp for the trailer in japanese,request,1
3816,match win,11,[2:37:08] ,kiboshkaibutsu,ty,other,10
3834,match round one,8,[2:38:27] ,kristoffers,honda,request,1
3835,match round one,8,[2:38:27] ,squalladv,zyxwhitewind similar check capcomchannel for the trailer in japanese,request,1
3836,match round one,8,[2:38:38] ,squalladv,zyxwhitewind on yt,other,10
3837,match round one,8,[2:38:41] ,sidebysidefgc,lets go hondy,cinfo,5
3838,match round one,8,[2:38:42] ,kristoffers,man its refreshing to see some new characters,comment,2
3839,match round one,8,[2:38:43] ,megatonbeef,gameart most psn update is monday night tuesday morning,game,9
3840,match round one,8,[2:38:45] ,kristoffers,its been so long,comment,2
3841,match round one,8,[2:38:52] ,zyxwhitewind,aiight,other,10
3842,match round one,8,[2:38:56] ,solitudegaming,honda looka like such a beast in sfv,cdesign,4
3843,match round one,8,[2:38:57] ,predacn,about time the og was complete,game,9
3844,match round one,8,[2:38:57] ,kiboshkaibutsu,jp voice little better,cdesign,4
3845,match round one,8,[2:39:02] ,muenshter,that sick,caction,3
3846,match round one,8,[2:39:04] ,lemmegetanumber,does he really say fuck you up,question,8
3847,match round one,8,[2:39:04] ,beatsbynoelbrown,e hugo,cinfo,5
3848,match round one,8,[2:39:04] ,hilikusss,ganyru looks dope,cdesign,4
3849,match round one,8,[2:39:09] ,sidebysidefgc,thats so good omg,goodp,6
3850,match lose,12,[2:39:12] ,freakyyyy,smurf,goodp,6
3851,match lose,12,[2:39:13] ,inodmyheadwhenilose,that damage holy shit,goodp,6
3852,match lose,12,[2:39:14] ,dst,dst is new here say hello seemsgood,other,10
3853,match lose,12,[2:39:14] ,sidebysidefgc,its like alex vt,other,10
3854,match lose,12,[2:39:16] ,muenshter,crouching light confirm into side switch,request,1
3855,match lose,12,[2:39:17] ,predacn,honda top tier,cinfo,5
3856,match lose,12,[2:39:18] ,countmeowingtonn,honda the bully destroyer,cinfo,5
3857,match lose,12,[2:39:18] ,supremecoy,it looks interesting lucila running,caction,3
3858,match lose,12,[2:39:19] ,nthpolygon,httpstwittercomscrubsurastatus,other,10
3859,match round two,9,[2:39:25] ,squalladv,normally i like the jp voices but shes a us char af,cdesign,4
3860,match round two,9,[2:39:26] ,beatsbynoelbrown,honda got some hugo seasonin with that meat squasher vt,caction,3
3861,match round two,9,[2:39:30] ,someguyzero,corner carry confirmed,game,9
3862,match round two,9,[2:39:37] ,aitcho,whoa,goodp,6
3863,match round two,9,[2:39:39] ,themegamansam,the honda takes no prisoners,caction,3
3864,match round two,9,[2:39:42] ,countmeowingtonn,i think his fastest move is frames,caction,3
3865,match round two,9,[2:39:49] ,nahuelpv,so her dp is a tatsu the world is upside down,cinfo,5
3866,match round two,9,[2:40:03] ,godfist,nahuelpv thats kinda what cody has,cinfo,5
3867,match round two,9,[2:40:10] ,predacn,honda will be a whiff punishing nightmare,cinfo,5
3868,match win,11,[2:40:14] ,nurselee,his headbutt is on blocki dont know wich version though,caction,3
3869,match win,11,[2:40:16] ,tomysalamii,light headbutt is only,caction,3
3870,match win,11,[2:40:16] ,godfist,that spin kick move its cool,caction,3
3880,match win,11,[2:41:36] ,someguyzero,ca,other,10
3881,match win,11,[2:41:37] ,theenygma,evomindblown,other,10
3882,match win,11,[2:41:37] ,jimmylee,silver already,game,9
3883,match win,11,[2:41:40] ,aitcho,that last bit looked like some c viper shit,game,9
3884,match win,11,[2:41:43] ,laverde,cant wait to play honda,comment,2
3885,match win,11,[2:41:49] ,hilikusss,oya oya is basically ooga ogga bunga,other,10
3886,match win,11,[2:41:54] ,someguyzero,win streak saved,game,9
3887,match win,11,[2:41:58] ,nthpolygon,have you seen this,question,8
3888,match round one,8,[2:42:00] ,beatsbynoelbrown,canadian honda,comment,2
3889,match round one,8,[2:42:01] ,aminefifty,whens poison,question,8
3890,match round one,8,[2:42:11] ,geneiyun,honda is the better blanka,cinfo,5
3891,match round one,8,[2:42:11] ,swiftruina,it sounds like he says ill fuck you up when he pops vt,cdesign,4
3892,match round one,8,[2:42:20] ,zyxwhitewind,turtle behind a shield behind a wall,cdesign,4
3893,match round one,8,[2:42:29] ,megatonbeef,honda best grappler for sure,cinfo,5
3894,match round one,8,[2:42:32] ,sidebysidefgc,its okay poison has so much depth,cinfo,5
3895,match round one,8,[2:42:32] ,nahuelpv,until oro comes out keepo,cinfo,5
3896,match round one,8,[2:42:33] ,beatsbynoelbrown,i feel like this costume redesign is inferior to classic honda whyd they even bother lol,cdesign,4
3897,match round one,8,[2:42:35] ,hartisas,whats in november,question,8
3898,match round one,8,[2:42:35] ,kiboshkaibutsu,so we get these chrs to diamond,game,9
3899,match round one,8,[2:42:38] ,poorygone,character per month,game,9
3900,match round one,8,[2:42:39] ,sidebysidefgc,she has kara normals,cinfo,5
3901,match round one,8,[2:42:40] ,cheeapone,whats in november,question,8
3902,match round one,8,[2:42:47] ,themegamansam,honda doesnt turtle he bunkers up for the winter,cinfo,5
3903,match round one,8,[2:42:47] ,tomysalamii,new characters,game,9
3904,match round one,8,[2:42:48] ,someguyzero,honda rashid karin top next tourney,cinfo,5
3905,match round one,8,[2:42:50] ,theenygma,well you could play cassandra and zafina instead evolaugh,request,1
3906,match round one,8,[2:43:01] ,peepcan,why not play ryu,question,8
3907,match win,11,[2:43:06] ,stnbn,fuudo finally gonna get a win,comment,2
3908,match win,11,[2:43:07] ,nurselee,cheeapone said that more sfv annoucments at november and december,game,9
3909,match win,11,[2:43:07] ,supremecoy,i really hopeat least of the dlcs is a top tier,request,1
3910,match win,11,[2:43:11] ,taken,bbtag on novmember,game,9
3911,match win,11,[2:43:11] ,aodsnarf,does he say fuck you up when he activates vtrigger,question,8
3912,match win,11,[2:43:12] ,nahuelpv,top tier honda is the worst timeline,cinfo,5
3913,match win,11,[2:43:13] ,zyxwhitewind,im pretty excited to play zafina again,comment,2
3914,match win,11,[2:43:15] ,gameart,honda incoming,cinfo,5
3915,match win,11,[2:43:19] ,beatsbynoelbrown,throw is meat squasher mad good,caction,3
3916,match round two,9,[2:43:23] ,cheeapone,nurselee oh cool thanks,other,10
3917,match round two,9,[2:43:24] ,ninjavanish,the throw one,caction,3
3918,match round two,9,[2:43:29] ,swiftruina,i swear he says fuck you up,cdesign,4
3919,match round two,9,[2:43:29] ,sidebysidefgc,this dude doesnt do crossup butt,comment,2
3920,match round two,9,[2:43:30] ,admiralackbarssnackbar,nah i ould daio using lucia though,other,10
3921,match round two,9,[2:43:34] ,nurselee,cheeapone np man,other,10
3922,match round two,9,[2:43:34] ,ustinodj,mexicanlew ggs lemme try to fix the lag send me another inv,other,10
3923,match round two,9,[2:43:34] ,poorygone,will win capcup,game,9
3924,match round two,9,[2:43:39] ,mexicanlew,good games ustinodj,goodp,6
3925,match round two,9,[2:43:39] ,sweetjptv,throw is cool but i cant find a way to confirm into super,caction,3
3926,match round two,9,[2:43:41] ,mexicanlew,ok,goodp,6
3927,match round two,9,[2:43:44] ,nahuelpv,i remember saying once that he might play honda if he was good,comment,2
3928,match round two,9,[2:43:49] ,autobotcj,it sounds mkre like pump you up,comment,2
3929,match round two,9,[2:43:53] ,sidebysidefgc,thats a cute overhead,caction,3
3930,match win,11,[2:43:55] ,jackiechun,do you think she is good as a rush or mixup character with her fireball her fireball kinda mehh,question,8
3931,match win,11,[2:43:56] ,mrminoan,are you surprised ed was not helped in this the patch do you blame yourself,question,8
3932,match win,11,[2:43:57] ,narrenturmo,honda sounds like saying fuck you up when vtriggering,cdesign,4
3933,match win,11,[2:43:57] ,kiboshkaibutsu,try trig,request,1
3934,match win,11,[2:43:59] ,sidebysidefgc,it looks like it has range,cdesign,4
3935,match win,11,[2:44:02] ,mrlawyer,poorygone who the fuck is,question,8
3936,match win,11,[2:44:07] ,beatsbynoelbrown,whatcha think about the honda costume redesign,question,8
3956,match round one,8,[2:45:20] ,someguyzero,he has a suit,cdesign,4
3957,match round one,8,[2:45:28] ,darnellplayer,countmeowingtonn what character,comment,2
3958,match round one,8,[2:45:29] ,squalladv,oh yeah,other,10
3959,match round one,8,[2:45:37] ,themegamansam,honda but give him another pair of arms,request,1
3960,match round one,8,[2:45:39] ,taken,zeku theme,other,10
3961,match round one,8,[2:45:40] ,beatsbynoelbrown,give honda a travis scott outfit i think seemsgood,request,1
3962,match round one,8,[2:45:42] ,gameart,this stage is sick seemsgood,game,9
3963,match round one,8,[2:45:48] ,easxl,one of his colors gives him grey hair and makes him old,cdesign,4
3964,match round one,8,[2:45:53] ,nurselee,beatsbynoelbrown lol that would be awesome,comment,2
3965,match round one,8,[2:45:54] ,predacn,honda needs a big toyota chain,request,1
3966,match round one,8,[2:45:58] ,solitudegaming,is the bundle available for purchase now,question,8
3967,match round one,8,[2:46:06] ,squalladv,this stage is also k fm right,game,9
3968,match round one,8,[2:46:09] ,bloodtidesgm,it is on pc,question,8
3969,match round one,8,[2:46:09] ,squalladv,or,other,10
3970,match round one,8,[2:46:09] ,bobdobbz,original sf stage is sick,game,9
3971,match round one,8,[2:46:10] ,joiztik,k viewers,other,10
3972,match round one,8,[2:46:11] ,lylatsoldier,can we play with him,question,8
3973,match win,11,[2:46:13] ,roninwoof,i love watching zeku players and his theme rocks,comment,2
3974,match win,11,[2:46:22] ,taken,on psn,other,10
3975,match win,11,[2:46:22] ,solitudegaming,runs to steam,other,10
3976,match round two,9,[2:46:27] ,laverde,not on psn,other,10
3977,match round two,9,[2:46:31] ,nahuelpv,zeku vt the ultimate vt,other,10
3978,match round two,9,[2:46:32] ,laverde,apparently,other,10
3979,match round two,9,[2:46:36] ,jonniecallan,whens honda,question,8
3980,match round two,9,[2:46:37] ,nurselee,zeku and g i would say,other,10
3981,match round two,9,[2:46:40] ,laverde,ive been waiting lol,comment,2
3982,match round two,9,[2:46:49] ,sidebysidefgc,no one actually likes it,other,10
3983,match round two,9,[2:46:55] ,mexicanlew,does it feel better your side ustinodj,question,8
3984,match round two,9,[2:47:06] ,shinyakimura,hows lucia so far from what ive seen so far at least honda looks like he might be competitive,question,8
3985,match round two,9,[2:47:11] ,ilikeeverything,do you think well get a balance patch,question,8
3986,match round two,9,[2:47:14] ,alexiidx,wtf playing lucia,cinfo,5
3987,match round two,9,[2:47:15] ,nahuelpv,hespect,other,10
3988,match round two,9,[2:47:18] ,koomikss,whats day verdict on lucia,question,8
3989,match round two,9,[2:47:23] ,gameart,where i cant find on steam i think im dumb,question,8
3990,match win,11,[2:47:28] ,tisnomad,gb update wtf,game,9
3991,match win,11,[2:47:33] ,laverde,if someone from the east coast has the bundle now on psn lmk please,game,9
3992,match win,11,[2:47:34] ,someguyzero,theres only king,other,10
3993,match win,11,[2:47:37] ,oozzzy,in steam it is the character bundle,game,9
3994,match win,11,[2:47:37] ,robzoobie,nice one,goodp,6
3995,match win,11,[2:47:43] ,aitcho,so who won evo,question,8
3996,match round one,8,[2:47:46] ,oozzzy,summer character bundle,game,9
3997,match round one,8,[2:47:48] ,beatsbynoelbrown,expect a patch in january,game,9
3998,match round one,8,[2:47:48] ,squalladv,tisnomad actually is gb update,other,10
3999,match round one,8,[2:47:50] ,easxl,bonchan,other,10
4000,match round one,8,[2:47:51] ,laverde,bonchan,other,10
4001,match round one,8,[2:47:51] ,muenshter,bonchan won evo,other,10
4002,match round one,8,[2:47:53] ,roninwoof,problem x i think,other,10
4003,match round one,8,[2:47:55] ,kiboshkaibutsu,g for chrs,other,10
4004,match round one,8,[2:47:57] ,roninwoof,oh,other,10
4005,match round one,8,[2:48:02] ,predacn,bon muthafukin chan,other,10
4006,match round one,8,[2:48:02] ,kiboshkaibutsu,new stage,game,9
4007,match round one,8,[2:48:04] ,muenshter,problem x came in like th,other,10
4008,match round one,8,[2:48:06] ,megatonbeef,infexious won i saw it,other,10
4009,match round one,8,[2:48:08] ,ustinodj,mexicanlew slightly,other,10
4010,match round one,8,[2:48:08] ,robzoobie,wohoo more time with a shitty broken ed nice,other,10
4011,match round one,8,[2:48:14] ,squalladv,the new stage is or k fm,game,9
4012,match round one,8,[2:48:20] ,sidebysidefgc,dont forget to get your free tried at the bison skin,other,10
4013,match round one,8,[2:48:20] ,poorygone,infex won,other,10
4014,match round one,8,[2:48:21] ,easxl,bonchans sagat was looking clean against infexious,other,10
4015,match round one,8,[2:48:21] ,theenygma,sometimes when games patch you redownload files so youre not adding gigs youre dling files you already have,other,10
4016,match round one,8,[2:48:23] ,renpool,she has a slide too,cinfo,5
4017,match round one,8,[2:48:27] ,roninwoof,did bonchan win with sagat,other,10
4018,match round one,8,[2:48:28] ,bunky,k,other,10
4019,match round one,8,[2:48:33] ,muenshter,infex came in rd,other,10
4020,match round one,8,[2:48:33] ,squalladv,thx,other,10
4021,match lose,12,[2:48:38] ,pieceandabiscuit,does the game even need a balance patch,question,8
4022,match lose,12,[2:48:38] ,easxl,he won with karin but beat infexious with sagat,other,10
4023,match lose,12,[2:48:41] ,gameart,oozzzy thanks man finally found it,other,10
4024,match lose,12,[2:48:44] ,tomfromtheclouds,infexious won our hearts,other,10
4025,match lose,12,[2:48:45] ,efonzerellie,no wonder my ssd was full,other,10
4026,match round two,9,[2:48:49] ,squalladv,pieceandabiscuit yes to delete kari,other,10
4027,match round two,9,[2:48:53] ,squalladv,pieceandabiscuit karin,other,10
4028,match round two,9,[2:48:56] ,sacredsilence,what do u guys think about zeku and falke,question,8
4029,match round two,9,[2:48:59] ,shinyakimura,roninwoof he did use sagat all the way in some of the matches,other,10
4030,match round two,9,[2:49:03] ,pieceandabiscuit,lol,goodp,6
4031,match round two,9,[2:49:06] ,mrlawyer,infexious got bodied by rashid,other,10
4032,match round two,9,[2:49:12] ,sidebysidefgc,zeku is sick falke needs something,other,10
4033,match round two,9,[2:49:18] ,megatonbeef,sacredsilence zeku is hype falke is boring,other,10
4034,match round two,9,[2:49:21] ,sidebysidefgc,like a personality,other,10
4035,match round two,9,[2:49:28] ,roninwoof,i want hom to win the final with sagat,other,10
4036,match lose,12,[2:49:30] ,easxl,laura and zangief in top was,other,10
4037,match lose,12,[2:49:30] ,nurselee,shinyakimura bonchan only use sagat against infexious zeku,other,10
4038,match lose,12,[2:49:32] ,laverde,harada with the trolling tho,other,10
4039,match lose,12,[2:49:39] ,poorygone,they should redo falke her animations are stiff,other,10
4040,match lose,12,[2:49:44] ,someguyzero,bonchan best sagat and karin,other,10
4041,match lose,12,[2:49:49] ,predacn,falke maki,other,10
4042,match lose,12,[2:49:50] ,sidebysidefgc,speaking of stiff animations,cdesign,4
4043,match lose,12,[2:49:50] ,aitcho,wow her ko sound is crazy,cdesign,4
4044,match lose,12,[2:49:55] ,predacn,we need more final fight reps,request,1
4045,match lose,12,[2:49:56] ,cobar,do we have frame data for the new characters already,question,8
4046,match round one,8,[2:50:00] ,sidebysidefgc,all the new characters look weird,cdesign,4
4047,match round one,8,[2:50:11] ,shinyakimura,predacn we just got final fight characters tho,game,9
4048,match round one,8,[2:50:15] ,,so janemba on the th huhanyone hyped,other,10
4049,match round one,8,[2:50:31] ,megatonbeef,hell ya,goodp,6
4050,match round one,8,[2:50:31] ,predacn,shinyakimura final fight its capcoms best franchise more never hurts,game,9
4051,match round one,8,[2:50:33] ,sacredsilence,sidebysidefgc ive been grinding with falke and im enjoying it gonna learn zeki,comment,2
4052,match round one,8,[2:50:39] ,akuma,janemba looks cool but gogeta tho,cdesign,4
4053,match round one,8,[2:50:45] ,aitcho,c viper,request,1
4054,match win,11,[2:50:48] ,theenygma,id rather have bulma or roshi,comment,2
4055,match win,11,[2:50:52] ,cobar,no sword normals kinda killed a bit of my hype,comment,2
4056,match win,11,[2:50:57] ,nurselee,well he looks awesome and references are on point,cdesign,4
4057,match win,11,[2:50:58] ,sidebysidefgc,do you get most of your wins by doing vt overheads,question,8
4058,match round two,9,[2:51:00] ,rashidoo,when is goku coming to dbfz,question,8
4059,match round two,9,[2:51:04] ,roninwoof,arent there a billion final fight characters in this already we need some more sf characters,game,9
4060,match round two,9,[2:51:06] ,sacredsilence,sidebysidefgc unless i cave and buy lucia,comment,2
4061,match round two,9,[2:51:13] ,someguyzero,go a happy man,other,10
4062,match round two,9,[2:51:20] ,darnellplayer,i was happy for momochi top with ken mostly i said ken needs some respect on his name,other,10
4063,match round two,9,[2:51:20] ,,i wish janemba had the hit on gogetas forhead before he got decimated,other,10
4064,match round two,9,[2:51:22] ,poorygone,goku with a halo next dlc,other,10
4065,match round two,9,[2:51:25] ,aitcho,wtf,badp,7
4066,match win,11,[2:51:30] ,greentauros,lucia mid tier,cinfo,5
4067,match win,11,[2:51:31] ,megatonbeef,roninwoof there are plus zeku if you count him,other,10
4068,match win,11,[2:51:32] ,shinyakimura,wait a goddamn minute why does here double atk button move not take off hp like codys does lol,question,8
4069,match win,11,[2:51:33] ,laughswithknives,yeah how is roshi not in dbz,question,8
4070,match win,11,[2:51:37] ,rashidoo,ibuki overhead,other,10
4095,match round one,8,[2:53:00] ,,ghostfromrdstrike he probably does a quick kamehameha to fly up,caction,3
4096,match round one,8,[2:53:00] ,senpai,yes top tier tights,cinfo,5
4097,match round one,8,[2:53:01] ,freakyyyy,smurf vs smurf,game,9
4098,match round one,8,[2:53:03] ,laughswithknives,is it him atpjuntao,question,8
4099,match round one,8,[2:53:05] ,poorygone,honda got abs over his belly,cdesign,4
4100,match round one,8,[2:53:08] ,bananeeftw,umehonda,other,10
4101,match round one,8,[2:53:09] ,ragingmarmot,its that hinda,other,10
4102,match round one,8,[2:53:10] ,freakyyyy,face your sins vesoer,other,10
4103,match round one,8,[2:53:11] ,ghostfromrdstrike,ehh maybe,other,10
4104,match round one,8,[2:53:11] ,zyxwhitewind,same guy that beat you before,comment,2
4105,match round one,8,[2:53:12] ,laughswithknives,its russ,other,10
4106,match round one,8,[2:53:15] ,shinyakimura,this guy made an account just for honda,comment,2
4107,match round one,8,[2:53:16] ,bunky,oh its the smurf from earlier,comment,2
4108,match round one,8,[2:53:16] ,clinnamon,parallel smurf careers remember those fond rookie days from an hour ago,comment,2
4109,match round one,8,[2:53:21] ,sidebysidefgc,it should have been ehaigo umehonda,request,1
4110,match round one,8,[2:53:30] ,bobdobbz,rashidoo have you seen honda slap his ass after fierce or roundhouse,question,8
4111,match round one,8,[2:53:31] ,swiftruina,umehonda,other,10
4112,match round one,8,[2:53:33] ,ghostfromrdstrike,ill take roshi once all the important ones get added to dbfz first,comment,2
4113,match round one,8,[2:53:33] ,laverde,might come back,comment,2
4114,match round one,8,[2:53:48] ,sidebysidefgc,no,badp,7
4115,match lose,12,[2:53:55] ,empgeneraltsochicken,about to get smurfd,badp,7
4116,match lose,12,[2:53:55] ,aitcho,hard punch into hundred hands seems guud,goodp,6
4117,match lose,12,[2:53:56] ,theenygma,theyre probably done after s anyway,comment,2
4118,match lose,12,[2:53:59] ,bloodwizardd,he does do good damage tbh,goodp,6
4119,match lose,12,[2:54:00] ,predacn,why vtrig over vtrig on lucia,question,8
4120,match lose,12,[2:54:01] ,reimuhakureishrine,bruh moment,goodp,6
4121,match lose,12,[2:54:01] ,poorygone,might just wait for gg at this moment,goodp,6
4122,match round two,9,[2:54:08] ,akuma,is richard epcar voicing honda,question,8
4123,match round two,9,[2:54:09] ,jackiechun,does lucia has an overhead guyz,question,8
4124,match round two,9,[2:54:12] ,sidebysidefgc,butt is,other,10
4125,match round two,9,[2:54:14] ,shinyakimura,wow,goodp,6
4126,match round two,9,[2:54:16] ,bobdobbz,no but they def stayed true to honda unlike cody,cinfo,5
4127,match round two,9,[2:54:20] ,megatonbeef,ghostfromrdstrike turles for more goku,other,10
4128,match round two,9,[2:54:20] ,freakyyyy,human blanka,other,10
4129,match round two,9,[2:54:23] ,bloodwizardd,damage,caction,3
4130,match round two,9,[2:54:24] ,laverde,mustve been going crazy for that new gg,goodp,6
4131,match round two,9,[2:54:30] ,laverde,its so sexy,caction,3
4132,match round two,9,[2:54:36] ,nurselee,aitcho hard version probably leads into more combos but its on block yet the light version leaves him on block,caction,3
4133,match round two,9,[2:54:39] ,poorygone,anyone would,other,10
4134,match round two,9,[2:54:41] ,shinyakimura,whats the startup on his ex throw,question,8
4135,match round two,9,[2:54:44] ,beatsbynoelbrown,on your mark get set unfollow,comment,2
4136,match round two,9,[2:54:44] ,ghostfromrdstrike,they just announced dbfz world tour continuation so theyre definitely not done supporting this game,game,9
4137,match round two,9,[2:54:46] ,freakyyyy,the chip damage on the s hand omg,caction,3
4138,match round two,9,[2:54:49] ,empgeneraltsochicken,lmaooo,goodp,6
4139,match lose,12,[2:54:52] ,sidebysidefgc,win streak,goodp,6
4140,match lose,12,[2:54:53] ,empgeneraltsochicken,smurfd,game,9
4141,match lose,12,[2:54:54] ,ghostfromrdstrike,turles reoboon,game,9
4142,match lose,12,[2:55:02] ,bloodwizardd,honda lookin solid,cdesign,4
4143,match lose,12,[2:55:03] ,sidebysidefgc,i love how happy honda is tbh,cdesign,4
4144,match lose,12,[2:55:06] ,zyxwhitewind,become part of the streak,comment,2
4145,match lose,12,[2:55:06] ,aitcho,cross eyed,cdesign,4
4146,match lose,12,[2:55:07] ,,fused uub should be in fighterz just because i like his design d,game,9
4147,match lose,12,[2:55:08] ,theenygma,yeah pro tour not dlc,other,10
4148,match lose,12,[2:55:09] ,clinnamon,blanka on crack,other,10
4149,match lose,12,[2:55:09] ,poorygone,that g button that hits on his back,cdesign,4
4150,match round one,8,[2:55:16] ,alexiidx,is this,question,8
4151,match round one,8,[2:55:17] ,empgeneraltsochicken,about to be his th win,comment,2
4152,match round one,8,[2:55:17] ,ghostfromrdstrike,plus why stop supporting dbfz when its only been years,comment,2
4153,match round one,8,[2:55:19] ,kiboshkaibutsu,how plus are those hands,question,8
4154,match round one,8,[2:55:21] ,shinyakimura,honda definitely has robbery with his auto corner vtrigger,cinfo,5
4155,match round one,8,[2:55:21] ,predacn,honda deserves all the love,cinfo,5
4156,match round one,8,[2:55:22] ,aitcho,oh shit,badp,7
4157,match round one,8,[2:55:25] ,freakyyyy,somo,badp,7
4158,match round one,8,[2:55:27] ,aitcho,cross eyed,cdesign,4
4159,match round one,8,[2:55:29] ,sidebysidefgc,oooo he has that spin sweep,caction,3
4160,match round one,8,[2:55:30] ,tokenblackdood,honda the metabreaker,cinfo,5
4161,match round one,8,[2:55:34] ,poorygone,yo he just clapped you shet,caction,3
4162,match round one,8,[2:55:40] ,aitcho,whoa,goodp,6
4163,match round one,8,[2:55:43] ,tomfromtheclouds,blankrack,other,10
4164,match round one,8,[2:55:44] ,theenygma,ghostfromrdstrike i dont know ask marvel infinite,other,10
4165,match round one,8,[2:55:45] ,predacn,put some respect on the ogs name,other,10
4166,match round one,8,[2:55:48] ,izicken,dat stop sign,game,9
4167,match round one,8,[2:55:49] ,lemmegetanumber,he has the neutral hp,cinfo,5
4168,match round one,8,[2:55:56] ,kiboshkaibutsu,ppl catching hands for dayz now,caction,3
4169,match round one,8,[2:55:58] ,lemmegetanumber,neutral jump hp rather,caction,3
4170,match round one,8,[2:56:04] ,beatsbynoelbrown,leg kickin you like his name is anderson silva,caction,3
4171,match round one,8,[2:56:09] ,shinyakimura,his vreversal looks really good,cdesign,4
4172,match round one,8,[2:56:18] ,ghostfromrdstrike,theenygma infinite failed before launch dbfz was a hit the second it was announced,game,9
4173,match round one,8,[2:56:20] ,clinnamon,the lawwww,caction,3
4174,match round one,8,[2:56:22] ,,lame as super tho,caction,3
4175,match round one,8,[2:56:23] ,mrlawyer,how do people like tekken seriously its a shit game and boring as fuck,other,10
4176,match round one,8,[2:56:24] ,bloodwizardd,side switch combo,request,1
4177,match lose,12,[2:56:29] ,aitcho,gotta respect the lawwhhh,caction,3
4178,match lose,12,[2:56:29] ,starkronin,so is lucia just like kens fangirl,cinfo,5
4179,match lose,12,[2:56:34] ,zyxwhitewind,get tossed,request,1
4180,match lose,12,[2:56:36] ,tokenblackdood,hahahahaha,badp,7
4181,match lose,12,[2:56:40] ,predacn,its her super from final fight just monderized,cinfo,5
4182,match round two,9,[2:56:43] ,megatonbeef,mrlawyer akuma,request,1
4183,match round two,9,[2:56:47] ,ghostfromrdstrike,mr lawyer with the hot takes reoboon,other,10
4184,match round two,9,[2:56:50] ,horseapples,mrlawyer people have bad taste,other,10
4185,match round two,9,[2:56:54] ,,predacn still lame,badp,7
4186,match round two,9,[2:56:56] ,freakyyyy,ehonda is my man,other,10
4187,match round two,9,[2:57:08] ,bobdobbz,its believe it,other,10
4188,match round two,9,[2:57:15] ,slickcriminal,wait da faq all these chars out now,game,9
4189,match round two,9,[2:57:21] ,manusfactum,hey chat how are the new characters looking so far,question,8
4190,match round two,9,[2:57:22] ,easxl,yeah,goodp,6
4191,match round two,9,[2:57:26] ,slickcriminal,oh wow,goodp,6
4192,match round two,9,[2:57:27] ,drragemonster,isnt it funny how e honda has the low tier god pose when he charges his gaurd break in v trigger,cinfo,5
4193,match round two,9,[2:57:32] ,beatsbynoelbrown,hey whats that guys stream so i can go follow him instead from now on,question,8
4194,match round two,9,[2:57:33] ,sidebysidefgc,i think crosup butt slam is,caction,3
4195,match round two,9,[2:57:37] ,manusfactum,thinking about getting poison and wanna know if we know if shes any good,question,8
4196,match round two,9,[2:57:40] ,aitcho,glass cannon glass cannon,request,1
4197,match round two,9,[2:57:41] ,falciegaiah,is there a way to do the grab combo trowing in front instead of backwards,question,8
4198,match round two,9,[2:57:43] ,predacn,agreed even if it was more hype people would get bored of seeing it eventually,game,9
4199,match round two,9,[2:57:46] ,poorygone,manusfactum honda is looking pretty good of the,cdesign,4
4200,match round two,9,[2:57:52] ,azurewotan,jp too low,caction,3
