index,event,event_code,time,user,message,category,code
5280,match round two,9,[4:05:09] ,devsf,did stop doing lobbies,other,10
5281,match round two,9,[4:05:31] ,thatlnsomniaczack,damuffinman ill tell you when my muscle memory is solid lol,other,10
5282,match round two,9,[4:05:43] ,damuffinman,fair enough thatlnsomniaczack,other,10
5283,match round two,9,[4:05:44] ,zyxwhitewind,lobbies been ded for a long time,other,10
5284,match round two,9,[4:05:47] ,giefreplays,kirb rename your preferences folder in appdata,other,10
5285,match round two,9,[4:05:52] ,robzoobie,what is this g doing,question,8
5360,match round two,9,[4:12:24] ,galexylo,honda theme causes lag,cdesign,4
5361,match round two,9,[4:12:24] ,thehonorableryu,honda wearing clothes,cdesign,4
5362,match round two,9,[4:12:26] ,machriphi,easxl she seems pretty good shes got range aas damage corner carry oki the only thing thats not too impressive are her vts arent robbery but i also didnt lab them extensively,cdesign,4
5363,match round two,9,[4:12:29] ,technonecro,lag op,other,10
5364,match round two,9,[4:12:33] ,yunggrasshopper,her fireball hits moves that are projectile invincible i couldnt tatsu through it,caction,3
5365,match round two,9,[4:12:38] ,itsakili,the netcode patch,game,9
5366,match round two,9,[4:12:43] ,kumikones,cant update the netcode man itll hurt the balance of the game for the cpt,game,9
5453,match round two,9,[4:20:03] ,thehonorableryu,mantiskilla machriphi yeah i played ff with my brother a lot when it came out still have the cart in storage somewhere i was surprised to see her in sfv because i felt like only a few people knew who she was d,game,9
5454,match round two,9,[4:20:04] ,yunggrasshopper,i feel like poison has her own identity,cinfo,5
5455,match round two,9,[4:20:04] ,vzu,whipe is fast enough kinda hard to punish,caction,3
5456,match round two,9,[4:20:07] ,ikarithewarrior,like ryu s fireball on start up,caction,3
5457,match round two,9,[4:20:08] ,metalxoath,mikaigamer to be fair if it wasnt shed be retardedly strong,cinfo,5
5458,match round two,9,[4:20:09] ,vzu,whip,other,10
5459,match round two,9,[4:20:13] ,crocboi,mikaigamer who poison,question,8
5460,match round two,9,[4:20:15] ,aitcho,how is run slide,question,8
5461,match round two,9,[4:20:18] ,kirb,for a character with additional skins is a reasonable price you also have to consider it has new assets new animation music dialogue you could spend hundreds of hours playing the same character learning and discovering new things its a lot better than fallout skins which is just a paint that cos or call of duty shovel that cost,cinfo,5
5462,match round two,9,[4:20:19] ,stevenaitsover,wats the next cpt premier event,question,8
5463,match round two,9,[4:20:20] ,rocwell,how plus is s mp,question,8
5464,match round two,9,[4:20:27] ,empgeneraltsochicken,thoughts on poison,question,8
5478,match round two,9,[4:21:53] ,machriphi,kirb no one seems to have an issues spending for a skin in fortnite that doesnt effect the game at all but for a brand new character that changes the game is too much apparently,other,10
5479,match round two,9,[4:21:56] ,lurknazmonster,poison feels like a zoner,cinfo,5
5480,match round two,9,[4:21:56] ,stevenaitsover,were there any ryu on top at evo,question,8
5481,match round two,9,[4:22:02] ,lurknazmonster,sorry aall caps,other,10
5482,match round two,9,[4:22:03] ,robzoobie,npnp just here reading the data table and waiting to get off work lol,other,10
5483,match round two,9,[4:22:06] ,yunggrasshopper,how you like honda stage,question,8
5484,match round two,9,[4:22:06] ,thehonorableryu,mantiskilla yeah exactly,other,10
5485,match round two,9,[4:22:15] ,machriphi,kirb that said i spent fm on them,other,10
5486,match round two,9,[4:22:27] ,vzu,honda is fn amazing,cinfo,5
5525,match round two,9,[4:25:08] ,llesor,mikaigamer thats the rq icon,other,10
5526,match round two,9,[4:25:09] ,mantiskilla,the only outift ill ever use with her is the ff one had to get that lol,game,9
5527,match round two,9,[4:25:12] ,shajita,itsakili yes,other,10
5528,match round two,9,[4:25:15] ,vzu,i got poison nostaligia best colors,game,9
5529,match round two,9,[4:25:20] ,llesor,dont know how to fix it tho,other,10
5530,match round two,9,[4:25:22] ,thatlnsomniaczack,damuffinman i finally got her stupid whip cancel into muscle memory doodinjury,caction,3
5546,match round two,9,[4:26:59] ,mantiskilla,cool that they have that in this,other,10
5547,match round two,9,[4:27:05] ,llesor,mikaigamer dunno unfortunately,other,10
5548,match round two,9,[4:27:24] ,aitcho,how many cops does sfv have,question,8
5549,match round two,9,[4:27:26] ,kiboshkaibutsu,yo poison super cancel heavy it sick,request,1
5550,match round two,9,[4:27:35] ,llesor,whoooo,goodp,6
5551,match round two,9,[4:27:36] ,xcarbn,does her battle costume have an alt,question,8
5552,match round two,9,[4:27:41] ,bloodtidesgm,lucia ken sakura love child,cinfo,5
5553,match round two,9,[4:27:43] ,llesor,that was sick,goodp,6
5648,match round two,9,[4:37:38] ,komradekontroll,megaman battle royale,other,10
5649,match round two,9,[4:37:38] ,machriphi,theyre definitely going to work on new fighting games but nothing is coming out on the current console generation that just doesnt make any sense,game,9
5650,match round two,9,[4:37:58] ,shajita,machriphi depending on how teppen works out quite literally nothing fighting games are their entire esportscene,other,10
5651,match round two,9,[4:38:07] ,damuffinman,yea everything they got planned fighting gamewise will be next gen,game,9
5652,match round two,9,[4:38:08] ,lurknazmonster,m and h dp for her are fireball immune right,other,10
5653,match round two,9,[4:38:11] ,empgeneraltsochicken,i mean their big reveal for sf after months was characters it seems to me that the capcom fg division doesnt have much of a budget to work with,game,9
5654,match round two,9,[4:38:13] ,gailardiagalan,if they do then they better listen to fans it seems like they just dont care about mvc since quite a few years,game,9
5696,match round two,9,[4:41:21] ,metalxoath,does that count as karma for ur vt fireballs lol,question,8
5697,match round two,9,[4:41:21] ,rashidoo,okie,other,10
5698,match round two,9,[4:41:22] ,shajita,stupid fang hes polluting the bathwater,caction,3
5699,match round two,9,[4:41:27] ,komradekontroll,idk man some of the most popular games out there now are straight booty,game,9
5700,match round two,9,[4:41:40] ,thatlnsomniaczack,empgeneraltsochicken food your name is making me hungry bearpopcorn,other,10
5701,match round two,9,[4:41:40] ,ustinodj,that might work,request,1
5792,match round two,9,[4:46:37] ,oneaboveallad,lurknazmonster thanks,other,10
5793,match round two,9,[4:46:40] ,doryuzuluvgc,doryuzuluvgc is new here say hello heyguys,other,10
5794,match round two,9,[4:46:48] ,exgleipnir,the heat probably makes it more brutal,other,10
5795,match round two,9,[4:46:53] ,jameal,damuffinman haha dude u gotta give it to them but they are using umbrellas to shield the sun,other,10
5796,match round two,9,[4:46:55] ,lurknazmonster,np its hard to find in the list oneaboveallad,other,10
5797,match round two,9,[4:46:56] ,exgleipnir,yeah this blanka wants to crack out,caction,3
5798,match round two,9,[4:47:00] ,damuffinman,hk heat is no joke i almost passed out,other,10
5799,match round two,9,[4:47:03] ,exgleipnir,damn mad props,cdesign,4
5800,match round two,9,[4:47:06] ,jameal,yea its hot atm,other,10
5801,match round two,9,[4:47:12] ,kumikones,its more damage to do command run into kicks,cinfo,5
5802,match round two,9,[4:47:13] ,jameal,best time to visit is october,other,10
5827,match round two,9,[4:49:00] ,thatlnsomniaczack,jlocke doodbro,other,10
5828,match round two,9,[4:49:02] ,exgleipnir,boston chicks are chill af,cdesign,4
5829,match round two,9,[4:49:11] ,exgleipnir,east coast in general,other,10
5830,match round two,9,[4:49:16] ,gailardiagalan,gtfo,other,10
5831,match round two,9,[4:49:24] ,gailardiagalan,nothing better than european women,other,10
5832,match round two,9,[4:49:32] ,exgleipnir,at least the ones raised right,other,10
5833,match round two,9,[4:49:32] ,spliffybaz,east coast so uptight,other,10
5834,match round two,9,[4:49:34] ,naughtyjuri,noticed capcom didnt announce season pass and supposedly there was more announcement,game,9
5835,match round two,9,[4:49:37] ,iveseenfootageistaynoided,i miss the flag of imperial japan on the wall,game,9
5836,match round two,9,[4:49:42] ,damuffinman,im out leaving work thanks for the stream bro,other,10
5837,match round two,9,[4:49:42] ,exgleipnir,right now the tier list says otherwise,game,9
5838,match round two,9,[4:49:47] ,shinzo,decent women from every country my guy no need to compare them,other,10
5839,match round two,9,[4:49:48] ,damuffinman,later chat doodbro,other,10
5874,match round two,9,[4:52:20] ,rashidoo,i believe,goodp,6
5875,match round two,9,[4:52:23] ,rashidoo,i can fly,goodp,6
5876,match round two,9,[4:52:25] ,robzoobie,kk just asking cause it said you can cancel vskill out of firball,request,1
5877,match round two,9,[4:52:26] ,exgleipnir,yo this alex does not give af,comment,2
5878,match round two,9,[4:52:30] ,uchihajup,maybe its cause he has peach fuss for facial hair,other,10
5879,match round two,9,[4:52:41] ,exgleipnir,lol he does not givew a f,goodp,6
5880,match round two,9,[4:52:49] ,fluffysheap,so is honda stage viable online or is it still training stage only for sanity,game,9
5881,match round two,9,[4:52:50] ,goodpart,none of the new three seem terribly strong think i can pretty safely skip these chars,game,9
5911,match round two,9,[4:54:25] ,igrimninja,poisons vskill ins proj inv and im pretty sure her far vt command grab is too so i mean i think lucia is probably the worst of the and she seems solid,cinfo,5
5912,match round two,9,[4:54:32] ,lordmargarita,i like that poison can do all sorts of wild feints with her whip seems like shell be fun to play mind games with,cinfo,5
5913,match round two,9,[4:54:33] ,wutevadude,that was a long time ago though,cinfo,5
5914,match round two,9,[4:54:36] ,exgleipnir,gallardia never bother digging holes with a tier whoe,cinfo,5
5915,match round two,9,[4:54:41] ,exgleipnir,theyll bury you in it,cinfo,5
5916,match round two,9,[4:54:43] ,goodpart,no but it makes her uninteresting so if she isnt strong or interesting then,cinfo,5
5917,match round two,9,[4:54:48] ,gailardiagalan,lol,goodp,6
5918,match round two,9,[4:54:48] ,exgleipnir,then after theyll fall in,cinfo,5
5919,match round two,9,[4:54:49] ,retrofgc,i like her default costume just wish you can remove the stupid socks punoko,cdesign,4
5920,match round two,9,[4:55:02] ,exgleipnir,the socks are dope though,cdesign,4
5921,match round two,9,[4:55:09] ,shinzo,tier lists shouldnt ever matter until you are literally playing in tournaments or in the top of cfn,game,9
5922,match round two,9,[4:55:13] ,alcampy,retrofgc using a weab emote against weab socks thats painful to watch,game,9
5923,match round two,9,[4:55:15] ,machriphi,goodpart i personally think shes way more interesting that she was before she was one of the most boring characters in also she seems pretty decent good range really good damage corner carry anti airs tick throws oki the only thing shes missing is a robbery vt,cinfo,5
5924,match round two,9,[4:55:17] ,goodpart,i enjoyed her projectile setups and i like rekka characters they took them both away along with her dp,cinfo,5
5964,match round two,9,[4:57:42] ,exgleipnir,igrimninja ay thats pretty intelligent tbh,other,10
5965,match round two,9,[4:57:48] ,paperspy,lucia is almost peter the cop if u think about it,cinfo,5
5966,match round two,9,[4:57:53] ,machriphi,goodpart yeah guys known for his fireball game,game,9
5967,match round two,9,[4:58:06] ,exgleipnir,she reminds me of eddy shoutouts to alpha eddy,cinfo,5
5968,match round two,9,[4:58:09] ,varodor,top on youtube sf channel,other,10
5969,match round two,9,[4:58:18] ,xxjxriahxx,thanks,other,10
5970,match round two,9,[4:58:19] ,shingo,igrimninja shes built to use vskill in her combos to build it faster,caction,3
6070,match round two,9,[5:06:02] ,goodpart,light has no air invuln,game,9
6071,match round two,9,[5:06:10] ,killacam,or hope of humanity is lost,other,10
6072,match round two,9,[5:06:13] ,exgleipnir,it trades which gives you follow up,game,9
6073,match round two,9,[5:06:14] ,goodpart,so unless you hit it super early youre gonna get tagged,game,9
6074,match round two,9,[5:06:24] ,exgleipnir,which id rather have than going all the way up then landing in your face,question,8
6075,match round two,9,[5:06:26] ,renpool,no more boxers give us a spinner,game,9
6076,match round two,9,[5:06:27] ,xjerow,killacam cviper dudley and hugo or oro that would be cool,request,1
6077,match round two,9,[5:06:29] ,goodpart,and tbh if the opponent is jumping properly and hitting their airs deep you wont get a choice,caction,3
6078,match round two,9,[5:06:35] ,exgleipnir,id rather walk up to your face or walk away from your face depending if its uggo or not,caction,3
6079,match round two,9,[5:06:42] ,wutevadude,lpl poison is from metro city with hugo lol,cinfo,5
6080,match round two,9,[5:06:43] ,xjerow,killacam or necro haha,request,1
6081,match round two,9,[5:06:46] ,shingo,wat,question,8
6082,match round two,9,[5:06:54] ,exgleipnir,just give me dudley,request,1
6083,match round two,9,[5:06:55] ,goodpart,what on earth,goodp,6
